"REF_DATE","GEO","DGUID","Income concept","Economic family type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012","Quebec","2021A000224","Median after-tax income","Economic families","2023 constant dollars","449","units","0","v96413452","7.12.2","82700","A","","","0"
"2013","Quebec","2021A000224","Median after-tax income","Economic families","2023 constant dollars","449","units","0","v96413452","7.12.2","83500","A","","","0"
"2014","Quebec","2021A000224","Median after-tax income","Economic families","2023 constant dollars","449","units","0","v96413452","7.12.2","84500","A","","","0"
"2015","Quebec","2021A000224","Median after-tax income","Economic families","2023 constant dollars","449","units","0","v96413452","7.12.2","85600","A","","","0"
"2016","Quebec","2021A000224","Median after-tax income","Economic families","2023 constant dollars","449","units","0","v96413452","7.12.2","86600","A","","","0"
"2017","Quebec","2021A000224","Median after-tax income","Economic families","2023 constant dollars","449","units","0","v96413452","7.12.2","88600","A","","","0"
"2018","Quebec","2021A000224","Median after-tax income","Economic families","2023 constant dollars","449","units","0","v96413452","7.12.2","89800","A","","","0"
"2019","Quebec","2021A000224","Median after-tax income","Economic families","2023 constant dollars","449","units","0","v96413452","7.12.2","93100","A","","","0"
"2020","Quebec","2021A000224","Median after-tax income","Economic families","2023 constant dollars","449","units","0","v96413452","7.12.2","98300","A","","","0"
"2021","Quebec","2021A000224","Median after-tax income","Economic families","2023 constant dollars","449","units","0","v96413452","7.12.2","99200","A","","","0"
"2022","Quebec","2021A000224","Median after-tax income","Economic families","2023 constant dollars","449","units","0","v96413452","7.12.2","96500","A","","","0"
"2023","Quebec","2021A000224","Median after-tax income","Economic families","2023 constant dollars","449","units","0","v96413452","7.12.2","97100","A","","","0"
"2009","Quebec","2021A000224","Median after-tax income","Persons not in an economic family","2023 constant dollars","449","units","0","v96413464","7.12.14","31500","B","","","0"
"2010","Quebec","2021A000224","Median after-tax income","Persons not in an economic family","2023 constant dollars","449","units","0","v96413464","7.12.14","32300","B","","","0"
"2011","Quebec","2021A000224","Median after-tax income","Persons not in an economic family","2023 constant dollars","449","units","0","v96413464","7.12.14","32300","B","","","0"
"2012","Quebec","2021A000224","Median after-tax income","Persons not in an economic family","2023 constant dollars","449","units","0","v96413464","7.12.14","33800","B","","","0"
"2013","Quebec","2021A000224","Median after-tax income","Persons not in an economic family","2023 constant dollars","449","units","0","v96413464","7.12.14","33100","B","","","0"
"2014","Quebec","2021A000224","Median after-tax income","Persons not in an economic family","2023 constant dollars","449","units","0","v96413464","7.12.14","34400","B","","","0"
"2015","Quebec","2021A000224","Median after-tax income","Persons not in an economic family","2023 constant dollars","449","units","0","v96413464","7.12.14","33400","B","","","0"
"2016","Quebec","2021A000224","Median after-tax income","Persons not in an economic family","2023 constant dollars","449","units","0","v96413464","7.12.14","33400","B","","","0"
"2017","Quebec","2021A000224","Median after-tax income","Persons not in an economic family","2023 constant dollars","449","units","0","v96413464","7.12.14","34100","B","","","0"
"2018","Quebec","2021A000224","Median after-tax income","Persons not in an economic family","2023 constant dollars","449","units","0","v96413464","7.12.14","33600","B","","","0"
"2019","Quebec","2021A000224","Median after-tax income","Persons not in an economic family","2023 constant dollars","449","units","0","v96413464","7.12.14","33500","B","","","0"
"2020","Quebec","2021A000224","Median after-tax income","Persons not in an economic family","2023 constant dollars","449","units","0","v96413464","7.12.14","37500","A","","","0"
"2021","Quebec","2021A000224","Median after-tax income","Persons not in an economic family","2023 constant dollars","449","units","0","v96413464","7.12.14","38000","B","","","0"
"2022","Quebec","2021A000224","Median after-tax income","Persons not in an economic family","2023 constant dollars","449","units","0","v96413464","7.12.14","39100","A","","","0"
"2023","Quebec","2021A000224","Median after-tax income","Persons not in an economic family","2023 constant dollars","449","units","0","v96413464","7.12.14","39400","A","","","0"


