"REF_DATE","GEO","DGUID","Income concept","Economic family type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Ontario","2021A000235","Median after-tax income","Economic families and persons not in an economic family","2023 constant dollars","449","units","0","v96413691","8.12.1","81000","A","","","0"
"2022","Ontario","2021A000235","Median after-tax income","Economic families and persons not in an economic family","2023 constant dollars","449","units","0","v96413691","8.12.1","77500","A","","","0"
"2023","Ontario","2021A000235","Median after-tax income","Economic families and persons not in an economic family","2023 constant dollars","449","units","0","v96413691","8.12.1","78600","A","","","0"
"2009","Ontario","2021A000235","Median after-tax income","Economic families","2023 constant dollars","449","units","0","v96413692","8.12.2","91500","A","","","0"
"2010","Ontario","2021A000235","Median after-tax income","Economic families","2023 constant dollars","449","units","0","v96413692","8.12.2","93900","A","","","0"
"2011","Ontario","2021A000235","Median after-tax income","Economic families","2023 constant dollars","449","units","0","v96413692","8.12.2","93300","A","","","0"
"2012","Ontario","2021A000235","Median after-tax income","Economic families","2023 constant dollars","449","units","0","v96413692","8.12.2","95800","A","","","0"
"2013","Ontario","2021A000235","Median after-tax income","Economic families","2023 constant dollars","449","units","0","v96413692","8.12.2","94800","A","","","0"
"2014","Ontario","2021A000235","Median after-tax income","Economic families","2023 constant dollars","449","units","0","v96413692","8.12.2","98600","A","","","0"
"2015","Ontario","2021A000235","Median after-tax income","Economic families","2023 constant dollars","449","units","0","v96413692","8.12.2","99900","A","","","0"
"2016","Ontario","2021A000235","Median after-tax income","Economic families","2023 constant dollars","449","units","0","v96413692","8.12.2","99600","A","","","0"
"2017","Ontario","2021A000235","Median after-tax income","Economic families","2023 constant dollars","449","units","0","v96413692","8.12.2","101300","A","","","0"
"2018","Ontario","2021A000235","Median after-tax income","Economic families","2023 constant dollars","449","units","0","v96413692","8.12.2","105500","A","","","0"
"2019","Ontario","2021A000235","Median after-tax income","Economic families","2023 constant dollars","449","units","0","v96413692","8.12.2","103900","A","","","0"
"2020","Ontario","2021A000235","Median after-tax income","Economic families","2023 constant dollars","449","units","0","v96413692","8.12.2","110800","A","","","0"
"2021","Ontario","2021A000235","Median after-tax income","Economic families","2023 constant dollars","449","units","0","v96413692","8.12.2","110000","A","","","0"
"2022","Ontario","2021A000235","Median after-tax income","Economic families","2023 constant dollars","449","units","0","v96413692","8.12.2","108700","A","","","0"
"2023","Ontario","2021A000235","Median after-tax income","Economic families","2023 constant dollars","449","units","0","v96413692","8.12.2","108900","A","","","0"
"2009","Ontario","2021A000235","Median after-tax income","Persons not in an economic family","2023 constant dollars","449","units","0","v96413704","8.12.14","36900","C","","","0"
"2010","Ontario","2021A000235","Median after-tax income","Persons not in an economic family","2023 constant dollars","449","units","0","v96413704","8.12.14","37300","C","","","0"
"2011","Ontario","2021A000235","Median after-tax income","Persons not in an economic family","2023 constant dollars","449","units","0","v96413704","8.12.14","33500","C","","","0"
"2012","Ontario","2021A000235","Median after-tax income","Persons not in an economic family","2023 constant dollars","449","units","0","v96413704","8.12.14","34800","B","","","0"
"2013","Ontario","2021A000235","Median after-tax income","Persons not in an economic family","2023 constant dollars","449","units","0","v96413704","8.12.14","37200","C","","","0"
"2014","Ontario","2021A000235","Median after-tax income","Persons not in an economic family","2023 constant dollars","449","units","0","v96413704","8.12.14","36900","B","","","0"
"2015","Ontario","2021A000235","Median after-tax income","Persons not in an economic family","2023 constant dollars","449","units","0","v96413704","8.12.14","35800","B","","","0"
"2016","Ontario","2021A000235","Median after-tax income","Persons not in an economic family","2023 constant dollars","449","units","0","v96413704","8.12.14","36100","B","","","0"
"2017","Ontario","2021A000235","Median after-tax income","Persons not in an economic family","2023 constant dollars","449","units","0","v96413704","8.12.14","37100","B","","","0"
"2018","Ontario","2021A000235","Median after-tax income","Persons not in an economic family","2023 constant dollars","449","units","0","v96413704","8.12.14","36800","B","","","0"
"2019","Ontario","2021A000235","Median after-tax income","Persons not in an economic family","2023 constant dollars","449","units","0","v96413704","8.12.14","39200","B","","","0"
"2020","Ontario","2021A000235","Median after-tax income","Persons not in an economic family","2023 constant dollars","449","units","0","v96413704","8.12.14","40200","A","","","0"
"2021","Ontario","2021A000235","Median after-tax income","Persons not in an economic family","2023 constant dollars","449","units","0","v96413704","8.12.14","41800","B","","","0"
"2022","Ontario","2021A000235","Median after-tax income","Persons not in an economic family","2023 constant dollars","449","units","0","v96413704","8.12.14","39500","A","","","0"
"2023","Ontario","2021A000235","Median after-tax income","Persons not in an economic family","2023 constant dollars","449","units","0","v96413704","8.12.14","40600","A","","","0"


